Symbol;Date;Open;High;Low;Close
USDIRR:CUR;16/06/2022;42000;42000;42000;42000
USDIRR:CUR;15/06/2022;42000;42000;42000;42000
USDIRR:CUR;14/06/2022;42000;42000;42000;42000
USDIRR:CUR;13/06/2022;42000;42000;42000;42000
USDIRR:CUR;12/06/2022;42000;42000;42000;42000
USDIRR:CUR;11/06/2022;42000;42000;42000;42000
USDIRR:CUR;10/06/2022;42000;42000;42000;42000
USDIRR:CUR;09/06/2022;42000;42000;42000;42000
USDIRR:CUR;08/06/2022;42000;42000;42000;42000
USDIRR:CUR;07/06/2022;42000;42000;42000;42000
USDIRR:CUR;06/06/2022;42000;42000;42000;42000
USDIRR:CUR;05/06/2022;42000;42000;42000;42000
USDIRR:CUR;04/06/2022;42000;42000;42000;42000
USDIRR:CUR;03/06/2022;42000;42000;42000;42000
USDIRR:CUR;02/06/2022;42000;42000;42000;42000
USDIRR:CUR;01/06/2022;42000;42000;42000;42000
USDIRR:CUR;31/05/2022;42000;42000;42000;42000
USDIRR:CUR;30/05/2022;42000;42000;42000;42000
USDIRR:CUR;29/05/2022;42000;42000;42000;42000
USDIRR:CUR;28/05/2022;42000;42000;42000;42000
USDIRR:CUR;27/05/2022;42000;42000;42000;42000
USDIRR:CUR;26/05/2022;42000;42000;42000;42000
USDIRR:CUR;25/05/2022;42000;42000;42000;42000
USDIRR:CUR;24/05/2022;42000;42000;42000;42000
USDIRR:CUR;23/05/2022;42000;42000;42000;42000
USDIRR:CUR;22/05/2022;42000;42000;42000;42000
USDIRR:CUR;21/05/2022;42000;42000;42000;42000
USDIRR:CUR;20/05/2022;42000;42000;42000;42000
USDIRR:CUR;19/05/2022;42000;42000;42000;42000
USDIRR:CUR;18/05/2022;42000;42000;42000;42000
USDIRR:CUR;17/05/2022;42000;42000;42000;42000
USDIRR:CUR;16/05/2022;42000;42000;42000;42000
USDIRR:CUR;15/05/2022;42000;42000;42000;42000
USDIRR:CUR;14/05/2022;42000;42000;42000;42000
USDIRR:CUR;13/05/2022;42000;42000;42000;42000
USDIRR:CUR;12/05/2022;42000;42000;42000;42000
USDIRR:CUR;11/05/2022;42000;42000;42000;42000
USDIRR:CUR;10/05/2022;42000;42000;42000;42000
USDIRR:CUR;09/05/2022;42000;42000;42000;42000
USDIRR:CUR;08/05/2022;42000;42000;42000;42000
USDIRR:CUR;07/05/2022;42000;42000;42000;42000
USDIRR:CUR;06/05/2022;42000;42000;42000;42000
USDIRR:CUR;05/05/2022;42000;42000;42000;42000
USDIRR:CUR;04/05/2022;42000;42000;42000;42000
USDIRR:CUR;03/05/2022;42000;42000;42000;42000
USDIRR:CUR;02/05/2022;42000;42000;42000;42000
USDIRR:CUR;01/05/2022;42000;42000;42000;42000
USDIRR:CUR;30/04/2022;42000;42000;42000;42000
USDIRR:CUR;29/04/2022;42000;42000;42000;42000
USDIRR:CUR;28/04/2022;42000;42000;42000;42000
USDIRR:CUR;27/04/2022;42000;42000;42000;42000
USDIRR:CUR;26/04/2022;42000;42000;42000;42000
USDIRR:CUR;25/04/2022;42000;42000;42000;42000
USDIRR:CUR;24/04/2022;42000;42000;42000;42000
USDIRR:CUR;23/04/2022;42000;42000;42000;42000
USDIRR:CUR;22/04/2022;42000;42000;42000;42000
USDIRR:CUR;21/04/2022;42000;42000;42000;42000
USDIRR:CUR;20/04/2022;42000;42000;42000;42000
USDIRR:CUR;19/04/2022;42000;42000;42000;42000
USDIRR:CUR;18/04/2022;42000;42000;42000;42000
USDIRR:CUR;17/04/2022;42000;42000;42000;42000
USDIRR:CUR;16/04/2022;42000;42000;42000;42000
USDIRR:CUR;15/04/2022;42000;42000;42000;42000
USDIRR:CUR;14/04/2022;42000;42000;42000;42000
USDIRR:CUR;13/04/2022;42000;42000;42000;42000
USDIRR:CUR;12/04/2022;42000;42000;42000;42000
USDIRR:CUR;11/04/2022;42000;42000;42000;42000
USDIRR:CUR;10/04/2022;42000;42000;42000;42000
USDIRR:CUR;09/04/2022;42000;42000;42000;42000
