Symbol;Date;Open;High;Low;Close
USDAZN:CUR;17/06/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;16/06/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;15/06/2022;1.693;1.695;1.6896;1.693
USDAZN:CUR;14/06/2022;1.693;1.695;1.6896;1.693
USDAZN:CUR;13/06/2022;1.695;1.695;1.6913;1.693
USDAZN:CUR;10/06/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;09/06/2022;1.693;1.695;1.6901;1.693
USDAZN:CUR;08/06/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;07/06/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;06/06/2022;1.6948;1.695;1.6901;1.693
USDAZN:CUR;03/06/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;02/06/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;01/06/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;31/05/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;30/05/2022;1.6945;1.6945;1.693;1.693
USDAZN:CUR;27/05/2022;1.693;1.695;1.6915;1.693
USDAZN:CUR;26/05/2022;1.693;1.695;1.6915;1.693
USDAZN:CUR;25/05/2022;1.695;1.695;1.693;1.693
USDAZN:CUR;24/05/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;23/05/2022;1.695;1.695;1.6913;1.693
USDAZN:CUR;20/05/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;19/05/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;18/05/2022;1.693;1.695;1.6915;1.693
USDAZN:CUR;17/05/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;16/05/2022;1.6948;1.695;1.6915;1.693
USDAZN:CUR;13/05/2022;1.693;1.695;1.6915;1.693
USDAZN:CUR;12/05/2022;1.693;1.695;1.6915;1.693
USDAZN:CUR;11/05/2022;1.693;1.695;1.693;1.6948
USDAZN:CUR;10/05/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;09/05/2022;1.6948;1.695;1.693;1.693
USDAZN:CUR;06/05/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;05/05/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;04/05/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;03/05/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;02/05/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;29/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;28/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;27/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;26/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;25/04/2022;1.6948;1.695;1.6913;1.693
USDAZN:CUR;22/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;21/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;20/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;19/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;18/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;15/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;14/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;13/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;12/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;11/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;08/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;07/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;06/04/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;05/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;04/04/2022;1.695;1.695;1.6913;1.693
USDAZN:CUR;01/04/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;31/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;30/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;29/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;28/03/2022;1.6948;1.695;1.6913;1.693
USDAZN:CUR;25/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;24/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;23/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;22/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;21/03/2022;1.6948;1.695;1.693;1.693
USDAZN:CUR;18/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;17/03/2022;1.693;1.695;1.6898;1.693
USDAZN:CUR;16/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;15/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;14/03/2022;1.6945;1.695;1.6913;1.693
USDAZN:CUR;11/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;10/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;09/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;08/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;07/03/2022;1.695;1.695;1.693;1.693
USDAZN:CUR;04/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;03/03/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;02/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;01/03/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;28/02/2022;1.6948;1.695;1.6913;1.693
USDAZN:CUR;25/02/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;24/02/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;23/02/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;22/02/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;21/02/2022;1.695;1.695;1.693;1.693
USDAZN:CUR;18/02/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;17/02/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;16/02/2022;1.693;1.695;1.693;1.693
USDAZN:CUR;15/02/2022;1.693;1.695;1.6913;1.693
USDAZN:CUR;14/02/2022;1.6948;1.695;1.6913;1.693
USDAZN:CUR;11/02/2022;1.693;1.695;1.6913;1.693
