Symbol;Date;Open;High;Low;Close
USDHKD:CUR;17/06/2022;7.8494;7.84999;7.8492;7.84994
USDHKD:CUR;16/06/2022;7.8498;7.8499;7.8481;7.8494
USDHKD:CUR;15/06/2022;7.8499;7.85;7.8494;7.8499
USDHKD:CUR;14/06/2022;7.8497;7.85;7.8495;7.8499
USDHKD:CUR;13/06/2022;7.8492;7.85;7.849;7.8498
USDHKD:CUR;10/06/2022;7.8489;7.8501;7.8485;7.849
USDHKD:CUR;09/06/2022;7.84791;7.84926;7.8471;7.8492
USDHKD:CUR;08/06/2022;7.84603;7.84835;7.8455;7.84793
USDHKD:CUR;07/06/2022;7.844;7.84691;7.844;7.84599
USDHKD:CUR;06/06/2022;7.84771;7.84771;7.84355;7.84569
USDHKD:CUR;03/06/2022;7.84771;7.84771;7.84391;7.84434
USDHKD:CUR;02/06/2022;7.84771;7.84771;7.84499;7.84502
USDHKD:CUR;01/06/2022;7.84712;7.84783;7.84415;7.84756
USDHKD:CUR;31/05/2022;7.84825;7.84912;7.8452;7.84725
USDHKD:CUR;30/05/2022;7.84985;7.84985;7.84804;7.84835
USDHKD:CUR;27/05/2022;7.84985;7.84997;7.84873;7.84873
USDHKD:CUR;26/05/2022;7.84985;7.8499;7.84911;7.84946
USDHKD:CUR;25/05/2022;7.84919;7.84994;7.84887;7.84967
USDHKD:CUR;24/05/2022;7.84959;7.8497;7.8488;7.84913
USDHKD:CUR;23/05/2022;7.84959;7.84986;7.84771;7.84924
USDHKD:CUR;20/05/2022;7.84959;7.84959;7.84679;7.84731
USDHKD:CUR;19/05/2022;7.84959;7.84959;7.8466;7.84782
USDHKD:CUR;18/05/2022;7.84986;7.84986;7.84752;7.84891
USDHKD:CUR;17/05/2022;7.84985;7.84994;7.84885;7.84945
USDHKD:CUR;16/05/2022;7.8498;7.84999;7.84959;7.84989
USDHKD:CUR;13/05/2022;7.8498;7.84999;7.8498;7.84995
USDHKD:CUR;12/05/2022;7.8498;7.85;7.8498;7.84994
USDHKD:CUR;11/05/2022;7.8498;7.85002;7.84974;7.84994
USDHKD:CUR;10/05/2022;7.8497;7.84994;7.84929;7.84975
USDHKD:CUR;09/05/2022;7.8497;7.84989;7.8494;7.84941
USDHKD:CUR;06/05/2022;7.84775;7.84987;7.84775;7.84975
USDHKD:CUR;05/05/2022;7.84775;7.84946;7.84775;7.84935
USDHKD:CUR;04/05/2022;7.84775;7.84894;7.84746;7.84816
USDHKD:CUR;03/05/2022;7.84566;7.8489;7.84566;7.84801
USDHKD:CUR;02/05/2022;7.84566;7.84811;7.84566;7.84775
